-1.0000000000	-8.52109618100768351
-0.6989700043	-8.24612385364441636
-0.5228787453	-8.09609025922779324
-0.3979400087	-7.99720918942562786
-0.3010299957	-7.92635684590994760
-0.2218487496	-7.87323326883731234
-0.1549019600	-7.83234414786186584
-0.0969100130	-7.80040986792973268
-0.0457574906	-7.77531501195883923
0.0000000000	-7.75561518849422438
0.0413926852	-7.74028017065939089
0.0791812460	-7.72854927745469755
0.1139433523	-7.71984483912494834
0.1461280357	-7.71371780504418769
0.1760912591	-7.70954383347362349
0.2041199827	-7.32861233507899890
0.2304489214	-5.07293439493554654
0.2552725051	-3.58654518072304063
0.2787536010	-3.38495513243525536
0.3010299957	-3.79751577444808053
0.3222192947	-3.28973881878017504
0.3424226808	-3.60483523985041820
0.3617278360	-4.62425553806490353
0.3802112417	-4.82967304726627500
0.3979400087	-4.85681406214211542
0.4149733480	-4.88317303741578801
0.4313637642	-4.90953185009482507
0.4471580313	-4.93589087171151775
0.4623979979	-4.96225010258123067
0.4771212547	-4.98860954299351889
0.4913616938	-5.01496919324532442
0.5051499783	-5.04132905362970263
0.5185139399	-5.06768912442661179
0.5314789170	-5.09404940593497191
0.5440680444	-5.12040989845166639
0.5563025008	-5.14677060227474303
0.5682017241	-5.17313151768899182
0.5797835966	-5.19949264499280339
0.5910646070	-5.22585398449083716
